state,staterr,varname,year,race_ethn,age,c_mn,se_tot,c_upr,c_lwr
31,NE,Confirmed Maltreatment,2013,Black,18,0.2367123526472082,0.008968136409504357,0.25428990000983676,0.21913480528457965
31,NE,Termination,2013,Black,18,0.09565836690431277,0.006258327346949721,0.10792468850433423,0.08339204530429131
31,NE,Foster Care,2014,Black,18,0.1622466095918836,0.007889434584613879,0.17770990137772683,0.1467833178060404
31,NE,Investigation,2014,Black,18,0.5726935354262193,0.009436160866151233,0.5911884107238756,0.5541986601285629
31,NE,Confirmed Maltreatment,2014,Black,18,0.24565272070390107,0.008894448727030562,0.263085840208881,0.22821960119892115
31,NE,Termination,2014,Black,18,0.08295862415074386,0.005835104198002249,0.09439542837882826,0.07152181992265945
31,NE,Foster Care,2015,Black,18,0.17440327388531635,0.008390999882846797,0.19084963365569607,0.15795691411493662
31,NE,Investigation,2015,Black,18,0.5996651968281015,0.009116023175515825,0.6175326022521125,0.5817977914040905
31,NE,Confirmed Maltreatment,2015,Black,18,0.20412877606393937,0.008525895700669996,0.22083953163725256,0.18741802049062617
31,NE,Termination,2015,Black,18,0.046130318235588136,0.004508593050951947,0.05496716061545395,0.03729347585572232
31,NE,Foster Care,2016,Black,18,0.15641139837586537,0.007627648102159059,0.17136158865609713,0.14146120809563362
31,NE,Investigation,2016,Black,18,0.5786633464731845,0.009187430635193183,0.5966707105181631,0.5606559824282059
31,NE,Confirmed Maltreatment,2016,Black,18,0.1733911217259926,0.007846593573920289,0.18877044513087637,0.15801179832110884
31,NE,Termination,2016,Black,18,0.028765085635673315,0.003529422759556849,0.035682754244404744,0.02184741702694189
31,NE,Foster Care,2017,Black,18,0.16627053361968733,0.007808155036578214,0.18157451749138062,0.15096654974799403
31,NE,Investigation,2017,Black,18,0.7661904767545008,0.006485975417406108,0.7789029885726168,0.7534779649363849
31,NE,Confirmed Maltreatment,2017,Black,18,0.27930047769720334,0.009129230899425378,0.2971937702600771,0.2614071851343296
31,NE,Termination,2017,Black,18,0.02310940032616908,0.00327353064281502,0.02952552038608652,0.01669328026625164
31,NE,Foster Care,2018,Black,18,0.14257540048587122,0.007294789921583373,0.15687318873217462,0.12827761223956782
31,NE,Investigation,2018,Black,18,0.6039853928935711,0.008916537392130344,0.6214618061821466,0.5865089796049956
31,NE,Confirmed Maltreatment,2018,Black,18,0.1474996291940546,0.00757132490378635,0.16233942600547585,0.13265983238263335
31,NE,Termination,2018,Black,18,0.0023159139752390173,0.0010382034162073387,0.0043507926710054014,2.8103527947263363e-4
32,NV,Foster Care,2008,Black,18,0.1614798713034414,0.005464297684313869,0.1721898947646966,0.15076984784218622
32,NV,Investigation,2008,Black,18,0.5257009919956802,0.006639468406827611,0.5387143500730623,0.5126876339182981
32,NV,Confirmed Maltreatment,2008,Black,18,0.20515435699212117,0.005951577806016585,0.21681944949191367,0.19348926449232867
32,NV,Termination,2008,Black,18,0.09945146548352535,0.004498789751105666,0.10826909339569245,0.09063383757135825
32,NV,Foster Care,2009,Black,18,0.14940233765344094,0.0052254855579624325,0.1596442893470473,0.13916038595983457
32,NV,Investigation,2009,Black,18,0.46986674041224874,0.006614804812865646,0.4828317578454654,0.4569017229790321
32,NV,Confirmed Maltreatment,2009,Black,18,0.2141035673986794,0.005943864963957986,0.22575354272803705,0.20245359206932173
32,NV,Termination,2009,Black,18,0.0877560245460417,0.004208703214320783,0.09600508284611044,0.07950696624597296
32,NV,Foster Care,2010,Black,18,0.14188539735857342,0.00510396633191155,0.15188917136912006,0.13188162334802678
32,NV,Investigation,2010,Black,18,0.4512321378753569,0.00662756845681878,0.4642221720507217,0.43824210369999206
32,NV,Confirmed Maltreatment,2010,Black,18,0.197202310183845,0.00576520295079883,0.2085021079674107,0.18590251240027927
32,NV,Termination,2010,Black,18,0.0864205240089958,0.00418209220346432,0.09461742472778586,0.07822362329020574
32,NV,Foster Care,2011,Black,18,0.13714235548358117,0.0050366200506801765,0.1470141307829143,0.12727058018424803
32,NV,Investigation,2011,Black,18,0.5180429327598508,0.0064552296194091766,0.5306951828138928,0.5053906827058088
32,NV,Confirmed Maltreatment,2011,Black,18,0.22937635505363532,0.006028775433233549,0.2411927549027731,0.21755995520449756
32,NV,Termination,2011,Black,18,0.0784186827909101,0.003993680818203568,0.0862462971945891,0.07059106838723112
32,NV,Foster Care,2012,Black,18,0.1647106932215992,0.005381278310151798,0.17525799870949674,0.15416338773370167
32,NV,Investigation,2012,Black,18,0.5090845349545442,0.006488154948151112,0.5218013186529203,0.496367751256168
32,NV,Confirmed Maltreatment,2012,Black,18,0.2487834141300595,0.006174475899160224,0.26088538689241353,0.23668144136770547
32,NV,Termination,2012,Black,18,0.0660342187123979,0.0036891209140526644,0.07326489570394112,0.058803541720854675
32,NV,Foster Care,2013,Black,18,0.17153164426780498,0.005420233723323453,0.18215530236551894,0.16090798617009103
32,NV,Investigation,2013,Black,18,0.5500963832010447,0.006457662804842395,0.5627534022985358,0.5374393641035536
32,NV,Confirmed Maltreatment,2013,Black,18,0.25105456517406133,0.006124149508396129,0.2630578982105177,0.23905123213760493
32,NV,Termination,2013,Black,18,0.06943013783807014,0.0037438928360326376,0.07676816779669411,0.062092107879446176
32,NV,Foster Care,2014,Black,18,0.17309826053694996,0.005391335852180837,0.1836652788072244,0.1625312422666755
32,NV,Investigation,2014,Black,18,0.5722330915214718,0.006245446534622981,0.5844741667293328,0.5599920163136108
32,NV,Confirmed Maltreatment,2014,Black,18,0.20804533603020686,0.005763017071857116,0.21934084949104682,0.1967498225693669
32,NV,Termination,2014,Black,18,0.07691759982537025,0.00386323951198859,0.08448954926886788,0.06934565038187261
32,NV,Foster Care,2015,Black,18,0.19540413359548897,0.005542100024200645,0.20626664964292224,0.1845416175480557
32,NV,Investigation,2015,Black,18,0.6457989458560419,0.006093504578073931,0.6577422148290668,0.633855676883017
32,NV,Confirmed Maltreatment,2015,Black,18,0.2349109058303333,0.005954227435336848,0.2465811916035935,0.2232406200570731
32,NV,Termination,2015,Black,18,0.07630500358773248,0.003798086403075007,0.08374925293775949,0.06886075423770548
32,NV,Foster Care,2016,Black,18,0.17529529868807392,0.005209724093273881,0.18550635791089073,0.1650842394652571
32,NV,Investigation,2016,Black,18,0.6195039896218375,0.005652094867195274,0.6305820955615402,0.6084258836821348
32,NV,Confirmed Maltreatment,2016,Black,18,0.21591890041899298,0.00565086130008418,0.22699458856715796,0.204843212270828
32,NV,Termination,2016,Black,18,0.042314214842970516,0.0027925623250909777,0.04778763700014883,0.0368407926857922
32,NV,Foster Care,2017,Black,18,0.17061307128225528,0.005180472541099669,0.18076679746281063,0.16045934510169993
32,NV,Investigation,2017,Black,18,0.7366023326003678,0.00474687855943212,0.7459062145768547,0.7272984506238809
32,NV,Confirmed Maltreatment,2017,Black,18,0.29172329863679225,0.00593426102087039,0.3033544502376982,0.2800921470358863
32,NV,Termination,2017,Black,18,0.013084246481571235,0.0015860858462242715,0.016192974740170805,0.009975518222971663
32,NV,Foster Care,2018,Black,18,0.165802055455466,0.004959774106391103,0.17552321270399257,0.15608089820693943
32,NV,Investigation,2018,Black,18,0.6424257385793217,0.00528536588942226,0.6527850557225894,0.6320664214360541
32,NV,Confirmed Maltreatment,2018,Black,18,0.2200240153692285,0.005411409513758754,0.23063037801619565,0.20941765272226134
32,NV,Termination,2018,Black,18,9.109007410038616e-4,4.598020577935586e-4,0.0018121127742792365,9.68870772848681e-6
33,NH,Foster Care,2008,Black,18,0.10621716634619383,0.01578347124009146,0.1371527699767731,0.07528156271561456
33,NH,Investigation,2008,Black,18,0.6530928686791058,0.0217004799232104,0.6956258093285982,0.6105599280296133
33,NH,Confirmed Maltreatment,2008,Black,18,0.10983125409244966,0.016752788603417272,0.14266671975514753,0.0769957884297518
33,NH,Termination,2008,Black,18,0.04608450278284648,0.010108049423640792,0.06589627965318243,0.02627272591251053
33,NH,Foster Care,2009,Black,18,0.03457877100436725,0.009116770804289654,0.052447641780774976,0.01670990022795953
33,NH,Investigation,2009,Black,18,0.5967610292456469,0.022596944822337733,0.6410510410974288,0.552471017393865
33,NH,Confirmed Maltreatment,2009,Black,18,0.11865551011306104,0.016397948718961993,0.15079548960222655,0.08651553062389553
33,NH,Termination,2009,Black,18,0.03526018843011636,0.008895660905052645,0.05269568380401954,0.017824693056213172
33,NH,Foster Care,2010,Black,18,0.05934863712513637,0.013465882462544905,0.08574176675172439,0.03295550749854835
33,NH,Investigation,2010,Black,18,0.5693709550099755,0.023637165354231396,0.615699799104269,0.523042110915682
33,NH,Confirmed Maltreatment,2010,Black,18,0.10811595147458394,0.016230465881202263,0.1399276646017404,0.0763042383474275
33,NH,Termination,2010,Black,18,0.03200297433670793,0.009097699605542296,0.04983446556357082,0.014171483109845031
33,NH,Foster Care,2011,Black,18,0.05510901990580941,0.011876872434766393,0.07838768987795154,0.031830349933667276
33,NH,Investigation,2011,Black,18,0.5581759086948672,0.020863673919601915,0.599068709577287,0.5172831078124475
33,NH,Confirmed Maltreatment,2011,Black,18,0.12552439921861674,0.01618123514970971,0.15723962011204778,0.09380917832518572
33,NH,Termination,2011,Black,18,0.0205468818525089,0.007506707654413118,0.03526002885515861,0.005833734849859188
33,NH,Foster Care,2012,Black,18,0.06829302945754159,0.01319615952622583,0.09415750212894422,0.042428556786138966
33,NH,Investigation,2012,Black,18,0.6531784834646869,0.0204092639346145,0.6931806407765313,0.6131763261528425
33,NH,Confirmed Maltreatment,2012,Black,18,0.11863542022244347,0.016915995844030706,0.15179077207674366,0.08548006836814329
33,NH,Termination,2012,Black,18,0.04351796031622454,0.01006696276998535,0.06324920734539582,0.023786713287053254
33,NH,Foster Care,2013,Black,18,0.08095769579729317,0.013715065808904523,0.10783922478274605,0.054076166811840305
33,NH,Investigation,2013,Black,18,0.6122610272550121,0.019704607561818226,0.6508820580761758,0.5736399964338483
33,NH,Confirmed Maltreatment,2013,Black,18,0.11354926982592188,0.015361671694381131,0.1436581463469089,0.08344039330493486
33,NH,Termination,2013,Black,18,0.033081743828345375,0.008736963340670156,0.050206191976058884,0.01595729568063187
33,NH,Foster Care,2014,Black,18,0.07121084312793956,0.013417617768700232,0.09750937395459201,0.0449123123012871
33,NH,Investigation,2014,Black,18,0.6271542731828046,0.01962332626342991,0.6656159926591272,0.588692553706482
33,NH,Confirmed Maltreatment,2014,Black,18,0.07091767111017759,0.01288051176701977,0.09616347417353634,0.045671868046818845
33,NH,Termination,2014,Black,18,0.016078924386672133,0.006052969308399454,0.02794274423113506,0.004215104542209204
33,NH,Foster Care,2015,Black,18,0.09800357402250247,0.014678589456658554,0.12677360935755322,0.0692335386874517
33,NH,Investigation,2015,Black,18,0.5872031208217658,0.02099639350466134,0.6283560520909021,0.5460501895526296
33,NH,Confirmed Maltreatment,2015,Black,18,0.08356995652005214,0.01377485048543399,0.11056866347150276,0.05657124956860152
33,NH,Termination,2015,Black,18,0.031326613334416664,0.008303779276145194,0.04760202071566125,0.015051205953172084
33,NH,Foster Care,2016,Black,18,0.12199823808987174,0.016458434496619927,0.1542567697032468,0.08973970647649668
33,NH,Investigation,2016,Black,18,0.712919594082447,0.017306011622032155,0.74683937686163,0.6789998113032639
33,NH,Confirmed Maltreatment,2016,Black,18,0.1086603190605902,0.015878953614481967,0.13978306814497485,0.07753756997620555
33,NH,Termination,2016,Black,18,0.022556501587849886,0.00708461718746846,0.03644235127528807,0.008670651900411705
33,NH,Foster Care,2017,Black,18,0.1709360036641644,0.017560576609169515,0.20535473381813663,0.13651727351019216
33,NH,Investigation,2017,Black,18,0.8061225799019823,0.01361769254349538,0.8328132572872333,0.7794319025167313
33,NH,Confirmed Maltreatment,2017,Black,18,0.2768672593904886,0.021008968637919907,0.3180448379208116,0.23568968086016562
33,NH,Termination,2017,Black,18,0.007763337561550954,0.004456403475403257,0.01649788837334134,0
33,NH,Foster Care,2018,Black,18,0.12528437296192946,0.015433713270963224,0.15553445097301738,0.09503429495084154
33,NH,Investigation,2018,Black,18,0.6954475922609821,0.017825745678524817,0.7303860537908907,0.6605091307310734
33,NH,Confirmed Maltreatment,2018,Black,18,0.17775429330051407,0.01832902255894592,0.21367917751604806,0.14182940908498007
33,NH,Termination,2018,Black,18,0,0,0,0
34,NJ,Foster Care,2008,Black,18,0.0934125855383122,0.0020512479695497317,0.09743303155862967,0.08939213951799474
34,NJ,Investigation,2008,Black,18,0.6477531023794794,0.002798438800535016,0.653238042428528,0.6422681623304307
34,NJ,Confirmed Maltreatment,2008,Black,18,0.14621924412780296,0.002475043649791619,0.15107032968139453,0.1413681585742114
34,NJ,Termination,2008,Black,18,0.05780188304913621,0.0016562553712511597,0.06104814357678848,0.05455562252148394
34,NJ,Foster Care,2009,Black,18,0.08911755782435478,0.00201069101942629,0.0930585122224303,0.08517660342627925
34,NJ,Investigation,2009,Black,18,0.6262481825141217,0.0027845093005645655,0.6317058207432282,0.6207905442850152
34,NJ,Confirmed Maltreatment,2009,Black,18,0.1436798660689729,0.002599417619923306,0.14877472460402258,0.13858500753392322
34,NJ,Termination,2009,Black,18,0.04787165129162384,0.0015231668722745142,0.05085705836128188,0.04488624422196579
34,NJ,Foster Care,2010,Black,18,0.08852509165148224,0.0020377476680209397,0.09251907708080329,0.0845311062221612
34,NJ,Investigation,2010,Black,18,0.6126421665793823,0.002906095775237985,0.6183381142988488,0.6069462188599158
34,NJ,Confirmed Maltreatment,2010,Black,18,0.15226027061740088,0.002519118886974132,0.1571977436358702,0.14732279759893158
34,NJ,Termination,2010,Black,18,0.04447482009699,0.0014770520086868815,0.047369842034016285,0.04157979815996371
34,NJ,Foster Care,2011,Black,18,0.08388512329873214,0.001957026589369055,0.0877208954138955,0.08004935118356879
34,NJ,Investigation,2011,Black,18,0.556217413422641,0.00307321014192104,0.5622409053008062,0.5501939215444758
34,NJ,Confirmed Maltreatment,2011,Black,18,0.1310391784888952,0.002449102324340991,0.13583941904460356,0.12623893793318686
34,NJ,Termination,2011,Black,18,0.0456478450480786,0.001493252918805711,0.048574620768937794,0.04272106932721941
34,NJ,Foster Care,2012,Black,18,0.09146492802556216,0.0020940836469819277,0.09556933197364674,0.08736052407747759
34,NJ,Investigation,2012,Black,18,0.5675050663521003,0.0030372238633588657,0.5734580251242837,0.5615521075799169
34,NJ,Confirmed Maltreatment,2012,Black,18,0.13586150224129034,0.0024038527947984737,0.14057305371909534,0.13114995076348535
34,NJ,Termination,2012,Black,18,0.04380310810655204,0.0014478333348405272,0.04664086144283947,0.040965354770264605
34,NJ,Foster Care,2013,Black,18,0.09806798651749393,0.0022282852598406034,0.10243542562678151,0.09370054740820635
34,NJ,Investigation,2013,Black,18,0.5526509943941479,0.0030388114867819006,0.5586070649082404,0.5466949238800554
34,NJ,Confirmed Maltreatment,2013,Black,18,0.1435359615278328,0.0024956734997142577,0.14842748158727273,0.13864444146839286
34,NJ,Termination,2013,Black,18,0.04374042671417169,0.0014558280960354159,0.04659384978240111,0.04088700364594228
34,NJ,Foster Care,2014,Black,18,0.09027477954669844,0.0020439414111987327,0.09428090471264795,0.08626865438074892
34,NJ,Investigation,2014,Black,18,0.5477145985713712,0.0030005113565342184,0.5535956008301782,0.5418335963125641
34,NJ,Confirmed Maltreatment,2014,Black,18,0.1817101046431831,0.0026950976785363053,0.18699249609311425,0.17642771319325196
34,NJ,Termination,2014,Black,18,0.03918591232724852,0.0013757098877160618,0.041882303707172004,0.03648952094732504
34,NJ,Foster Care,2015,Black,18,0.07965348153039178,0.0018886006262818563,0.08335513875790422,0.07595182430287935
34,NJ,Investigation,2015,Black,18,0.5317304293719903,0.0030694829988694456,0.5377466160497745,0.5257142426942062
34,NJ,Confirmed Maltreatment,2015,Black,18,0.14629496658048496,0.002436544063920418,0.151070592945769,0.14151934021520093
34,NJ,Termination,2015,Black,18,0.03159079036969553,0.001228229344086424,0.03399811988410492,0.029183460855286142
34,NJ,Foster Care,2016,Black,18,0.07414800141087373,0.0018237600787251456,0.07772257116517502,0.07057343165657244
34,NJ,Investigation,2016,Black,18,0.5183243913452601,0.0030275668925182813,0.524258422454596,0.5123903602359242
34,NJ,Confirmed Maltreatment,2016,Black,18,0.12003277404927999,0.0022489450634227484,0.12444070637358857,0.11562484172497141
34,NJ,Termination,2016,Black,18,0.019078799605309366,9.599421004487758e-4,0.020960286122188965,0.017197313088429766
34,NJ,Foster Care,2017,Black,18,0.06546815817031403,0.0017491234205407671,0.06889644007457393,0.062039876266054124
34,NJ,Investigation,2017,Black,18,0.6334078636317695,0.0027555550090970255,0.6388087514495997,0.6280069758139393
34,NJ,Confirmed Maltreatment,2017,Black,18,0.14112955390158644,0.002417704287577721,0.14586825430523878,0.1363908534979341
34,NJ,Termination,2017,Black,18,0.004524386895720489,4.86283311598706e-4,0.0054775021864539525,0.0035712716049870253
34,NJ,Foster Care,2018,Black,18,0.06468543095469463,0.0017349744871017355,0.06808598094941404,0.06128488095997523
34,NJ,Investigation,2018,Black,18,0.5201938482703413,0.0031398319157019024,0.526347918825117,0.5140397777155656
34,NJ,Confirmed Maltreatment,2018,Black,18,0.09269056498357138,0.002028213628477629,0.09666586369538753,0.08871526627175523
34,NJ,Termination,2018,Black,18,4.609007805096432e-4,1.5363197009117026e-4,7.62019441888337e-4,1.5978211913094954e-4
35,NM,Foster Care,2008,Black,18,0.11114942011187487,0.010197087992879689,0.13113571257791906,0.09116312764583068
35,NM,Investigation,2008,Black,18,0.46630510840345973,0.014329980461822657,0.49439187010863217,0.4382183466982873
35,NM,Confirmed Maltreatment,2008,Black,18,0.20801051878610105,0.01280290168303335,0.23310420608484642,0.18291683148735569
35,NM,Termination,2008,Black,18,0.0989457290242658,0.009185371056584929,0.11694905629517226,0.08094240175335933
35,NM,Foster Care,2009,Black,18,0.08568875199545516,0.008744252616937107,0.10282748712465188,0.06855001686625843
35,NM,Investigation,2009,Black,18,0.4447234838955179,0.01424613064082064,0.4726458999515264,0.41680106783950943
35,NM,Confirmed Maltreatment,2009,Black,18,0.17898714698725077,0.01179299557654179,0.20210141831727269,0.15587287565722885
35,NM,Termination,2009,Black,18,0.057951120780977194,0.00713892377385682,0.07194341137773656,0.043958830184217826
35,NM,Foster Care,2010,Black,18,0.08367052819758199,0.008629316856008741,0.10058398923535912,0.06675706715980485
35,NM,Investigation,2010,Black,18,0.45911357089655874,0.013831664556311882,0.48622363342693004,0.43200350836618745
35,NM,Confirmed Maltreatment,2010,Black,18,0.18992829347685677,0.012136954641858887,0.2137167245749002,0.16613986237881334
35,NM,Termination,2010,Black,18,0.07914724376606008,0.008059612434301618,0.09494408413729125,0.06335040339482892
35,NM,Foster Care,2011,Black,18,0.0979628399894318,0.008975963212746803,0.11555572788641552,0.08036995209244807
35,NM,Investigation,2011,Black,18,0.4540134173829332,0.013973698502009644,0.4814018664468721,0.4266249683189943
35,NM,Confirmed Maltreatment,2011,Black,18,0.1832084138522046,0.01141915472922549,0.20558995712148656,0.16082687058292264
35,NM,Termination,2011,Black,18,0.045523279939957306,0.006328684556584471,0.05792750167086287,0.03311905820905174
35,NM,Foster Care,2012,Black,18,0.06041248764902876,0.00730687253779656,0.07473395782311001,0.0460910174749475
35,NM,Investigation,2012,Black,18,0.3916906222866475,0.01365017700242096,0.4184449692113926,0.36493627536190243
35,NM,Confirmed Maltreatment,2012,Black,18,0.1610096814864248,0.011188308168053355,0.18293876549580937,0.13908059747704024
35,NM,Termination,2012,Black,18,0.05162029521613953,0.006694266475861173,0.06474105750882743,0.03849953292345164
35,NM,Foster Care,2013,Black,18,0.09298886897360202,0.008819470946121937,0.11027503202800101,0.07570270591920303
35,NM,Investigation,2013,Black,18,0.46769542307509204,0.013877693839852467,0.4948957030012029,0.4404951431489812
35,NM,Confirmed Maltreatment,2013,Black,18,0.20923905876361437,0.012345961759517217,0.23343714381226813,0.18504097371496062
35,NM,Termination,2013,Black,18,0.08374405404690988,0.008357187842475853,0.10012414221816254,0.06736396587565721
35,NM,Foster Care,2014,Black,18,0.10359977639040084,0.00924754667936118,0.12172496788194875,0.08547458489885293
35,NM,Investigation,2014,Black,18,0.520578947352561,0.013457652362712484,0.5469559459834775,0.4942019487216446
35,NM,Confirmed Maltreatment,2014,Black,18,0.2603411863330424,0.01317386548026587,0.2861619626743635,0.23452040999172127
35,NM,Termination,2014,Black,18,0.07791542689751396,0.008160576947710453,0.09391015771502645,0.061920696080001475
35,NM,Foster Care,2015,Black,18,0.08194459762348834,0.008459479727164763,0.09852517788873127,0.0653640173582454
35,NM,Investigation,2015,Black,18,0.5580192757644953,0.013180329997245327,0.5838527225590961,0.5321858289698944
35,NM,Confirmed Maltreatment,2015,Black,18,0.296081010553289,0.01334699634751629,0.3222411233944209,0.2699208977121571
35,NM,Termination,2015,Black,18,0.05348514001366188,0.0068713055227257475,0.06695289883820435,0.04001738118911941
35,NM,Foster Care,2016,Black,18,0.10254572807432646,0.009312901259167653,0.12079901454229507,0.08429244160635786
35,NM,Investigation,2016,Black,18,0.4738516355212948,0.013692890234879546,0.5006897003816587,0.4470135706609309
35,NM,Confirmed Maltreatment,2016,Black,18,0.2277307337089024,0.012498096127641465,0.25222700211907967,0.20323446529872513
35,NM,Termination,2016,Black,18,0.028350179585431692,0.00510701832024271,0.0383599354931074,0.01834042367775598
35,NM,Foster Care,2017,Black,18,0.10848330025760196,0.009445876929784526,0.12699721903997963,0.08996938147522429
35,NM,Investigation,2017,Black,18,0.6931960787505036,0.011195416766094977,0.7151390956120498,0.6712530618889574
35,NM,Confirmed Maltreatment,2017,Black,18,0.34312623864234726,0.013952934649315168,0.37047399055500496,0.31577848672968956
35,NM,Termination,2017,Black,18,0.015573378480617461,0.0038577932435494137,0.023134653237974312,0.00801210372326061
35,NM,Foster Care,2018,Black,18,0.09179730519340484,0.008814426583266585,0.10907358129660735,0.07452102909020233
35,NM,Investigation,2018,Black,18,0.5532539957734983,0.013236915150691968,0.5791983494688546,0.527309642078142
35,NM,Confirmed Maltreatment,2018,Black,18,0.2855425811362246,0.013319037624196967,0.31164789487965067,0.25943726739279854
35,NM,Termination,2018,Black,18,0.004725171399884376,0.002109707315948249,0.008860197739142945,5.901450606258076e-4
36,NY,Foster Care,2008,Black,18,0.0901331829759175,0.0012870291451873186,0.09265576010048465,0.08761060585135036
36,NY,Investigation,2008,Black,18,0.5744508236901237,0.001921272791936075,0.5782165183623184,0.570685129017929
36,NY,Confirmed Maltreatment,2008,Black,18,0.3298673736216116,0.001976736978821903,0.3337417781001025,0.3259929691431207
36,NY,Termination,2008,Black,18,0.05400925309913364,0.0010036207609632152,0.05597634979062154,0.052042156407645736
36,NY,Foster Care,2009,Black,18,0.09023540008504838,0.0012682948564317772,0.09272125800365466,0.0877495421664421
36,NY,Investigation,2009,Black,18,0.5784889299704483,0.0018200551277544948,0.5820562380208472,0.5749216219200495
36,NY,Confirmed Maltreatment,2009,Black,18,0.33989780842463424,0.0019394175369991308,0.34369906679715256,0.3360965500521159
36,NY,Termination,2009,Black,18,0.047859624972364706,9.568455234104714e-4,0.04973504219824923,0.04598420774648018
36,NY,Foster Care,2010,Black,18,0.08866510927866451,0.0012848927807853888,0.09118349912900388,0.08614671942832515
36,NY,Investigation,2010,Black,18,0.5606795367801543,0.0019255681083583682,0.5644536502725367,0.5569054232877718
36,NY,Confirmed Maltreatment,2010,Black,18,0.32966628025375566,0.0019870771577340744,0.3335609514829144,0.3257716090245969
36,NY,Termination,2010,Black,18,0.039549830289122984,8.790739472565828e-4,0.041272815225745885,0.03782684535250008
36,NY,Foster Care,2011,Black,18,0.06813468062639455,0.0012166302098279666,0.07051927583765737,0.06575008541513173
36,NY,Investigation,2011,Black,18,0.5399863978097547,0.0018930985706442735,0.5436968710082174,0.5362759246112919
36,NY,Confirmed Maltreatment,2011,Black,18,0.30352852655226037,0.0019618621748052362,0.3073737764148786,0.2996832766896421
36,NY,Termination,2011,Black,18,0.035348226000886385,8.519296428457898e-4,0.037018008100864135,0.033678443900908635
36,NY,Foster Care,2012,Black,18,0.059459953028531326,0.0010651854746017595,0.06154771655875078,0.057372189498311875
36,NY,Investigation,2012,Black,18,0.5199861805678526,0.002074377160237892,0.5240519598019189,0.5159204013337864
36,NY,Confirmed Maltreatment,2012,Black,18,0.28504870830810214,0.0019423557383685076,0.2888557255553044,0.28124169106089986
36,NY,Termination,2012,Black,18,0.029989805355607135,7.777780831729575e-4,0.03151425039862613,0.028465360312588138
36,NY,Foster Care,2013,Black,18,0.05483975549855649,0.0010152057328332265,0.056829558734909615,0.05284995226220337
36,NY,Investigation,2013,Black,18,0.4970091998659709,0.0019870751499433187,0.5009038671598598,0.493114532572082
36,NY,Confirmed Maltreatment,2013,Black,18,0.27332468877825755,0.0018703025189285905,0.27699048171535756,0.26965889584115754
36,NY,Termination,2013,Black,18,0.02687325299442675,7.20263370697686e-4,0.028284969200994214,0.025461536787859285
36,NY,Foster Care,2014,Black,18,0.06016281955114772,0.0011025089080324946,0.0623237370108914,0.05800190209140403
36,NY,Investigation,2014,Black,18,0.4891333662904268,0.001958016772974755,0.49297107916545735,0.48529565341539627
36,NY,Confirmed Maltreatment,2014,Black,18,0.27368402730992564,0.0019177806437487258,0.2774428773716731,0.26992517724817816
36,NY,Termination,2014,Black,18,0.019518014240613862,6.287505258437384e-4,0.020750365271267588,0.018285663209960137
36,NY,Foster Care,2015,Black,18,0.06752597225085306,0.0011238902841972855,0.06972879720787975,0.06532314729382638
36,NY,Investigation,2015,Black,18,0.4999661491581374,0.002162893216794421,0.5042054198630544,0.49572687845322033
36,NY,Confirmed Maltreatment,2015,Black,18,0.2811662095228791,0.001934067116679865,0.28495698107157164,0.2773754379741865
36,NY,Termination,2015,Black,18,0.013091018730643014,5.087640117945836e-4,0.014088196193760397,0.012093841267525631
36,NY,Foster Care,2016,Black,18,0.0657248988967383,0.001133929236968255,0.06794740020119608,0.06350239759228052
36,NY,Investigation,2016,Black,18,0.5064516380395353,0.0019379289115905004,0.5102499787062527,0.5026532973728179
36,NY,Confirmed Maltreatment,2016,Black,18,0.26854566849870465,0.0019163074697018869,0.2723016311393203,0.264789705858089
36,NY,Termination,2016,Black,18,0.0065381953403366305,3.6361818295713725e-4,0.00725088697893262,0.005825503701740641
36,NY,Foster Care,2017,Black,18,0.07296187997045775,0.0011741416011264976,0.07526319750866568,0.07066056243224982
36,NY,Investigation,2017,Black,18,0.6406786410285371,0.0017605533599719912,0.6441293256140822,0.637227956442992
36,NY,Confirmed Maltreatment,2017,Black,18,0.3959442389427172,0.0020345436191826303,0.39993194443631513,0.39195653344911924
36,NY,Termination,2017,Black,18,0.002885774405671254,2.4055897916247358e-4,0.0033572700048297025,0.002414278806512806
36,NY,Foster Care,2018,Black,18,0.06829517371462102,0.001115022331920586,0.07048061748518536,0.06610972994405667
36,NY,Investigation,2018,Black,18,0.5114231408963247,0.0019853680530235833,0.5153144622802509,0.5075318195123985
36,NY,Confirmed Maltreatment,2018,Black,18,0.2816570412681557,0.0019296267989092702,0.2854391097940179,0.27787497274229356
36,NY,Termination,2018,Black,18,5.351406111255841e-4,1.0306814223946578e-4,7.37154169914937e-4,3.3312705233623117e-4
37,NC,Foster Care,2008,Black,18,0.06304617633806273,0.0013457683536186261,0.06568388231115524,0.06040847036497022
37,NC,Investigation,2008,Black,18,0.5738253959202089,0.0023068097837599896,0.5783467430963785,0.5693040487440393
37,NC,Confirmed Maltreatment,2008,Black,18,0.07757886186425635,0.0014781117455763527,0.08047596088558599,0.0746817628429267
37,NC,Termination,2008,Black,18,0.03751841071429528,0.001075024770194105,0.03962545926387572,0.035411362164714834
37,NC,Foster Care,2009,Black,18,0.058242060123727415,0.0012873427331571866,0.0607652518807155,0.05571886836673933
37,NC,Investigation,2009,Black,18,0.5507789639698235,0.0023235098540851365,0.5553330432838304,0.5462248846558166
